date,open,high,low,close,volume,daily_return,rolling_avg_5d_close,rolling_vol_5d
2004-07-20,31.93,32.2,31.55,32.2,5781200.0,0.007194244604316724,31.776,0.053458964404132586
2004-07-21,32.301,32.71,31.34,31.62,5379600.0,-0.01801242236024847,32.184,0.056292369222070635
2004-07-22,31.34,31.73,31.06,31.68,5966400.0,0.00189753320683117,31.934000000000005,0.012549134222947698
2004-07-23,31.7,31.75,30.48,30.7,4885200.0,-0.030934343434343425,31.634000000000004,0.015378553813312617
2004-07-26,30.85,31.45,30.78,31.26,7034500.0,0.018241042345277014,31.492,0.01984969676927057
2004-07-27,31.75,32.75,31.57,32.43,7589400.0,0.0374280230326296,31.538,0.02740307385028268
2004-07-28,32.31,32.41,31.16,32.27,5090200.0,-0.00493370336108534,31.668,0.025613974549368264
2004-07-29,32.5,32.82,32.13,32.64,3967100.0,0.01146575766966218,31.860000000000003,0.025743003447740505
2004-07-30,32.69,33.0,32.0,32.34,4339700.0,-0.009191176470588203,32.188,0.01878739251952553
2004-08-02,31.18,32.2,31.13,31.58,6519500.0,-0.023500309214595116,32.251999999999995,0.023280936205610055
2004-08-03,31.5,31.72,31.15,31.29,3779100.0,-0.009183027232425589,32.024,0.012520557085598965
2004-08-04,31.19,32.12,31.17,31.79,4937300.0,0.015979546180888482,31.928000000000004,0.01632666015657356
2004-08-05,31.75,32.3,31.25,31.39,4366100.0,-0.012582573136206365,31.677999999999997,0.014479581098802484
2004-08-06,30.9,31.1,29.7,29.78,8790900.0,-0.051290219815227744,31.165999999999997,0.02440506638640395
2004-08-09,29.85,30.45,29.81,30.3,5193700.0,0.01746138347884485,30.910000000000004,0.027927198586094354
2004-08-10,30.39,31.54,30.35,31.52,6268500.0,0.04026402640264015,30.956,0.03518206624272271
2004-08-11,31.1,31.13,30.26,31.01,5757000.0,-0.016180203045685237,30.8,0.034918456011182604
2004-08-12,30.46,30.85,30.28,30.37,4039300.0,-0.020638503708481193,30.595999999999997,0.03556646444511287
2004-08-13,30.66,31.28,30.4,30.84,5858000.0,0.015475798485347303,30.808,0.025439150905210903
2004-08-16,30.88,31.72,30.64,30.78,7779900.0,-0.0019455252918287869,30.904000000000003,0.024972934774621248
2004-08-17,30.6,31.13,30.35,30.87,5768200.0,0.0029239766081872176,30.774,0.014634203353414622
2004-08-18,30.51,31.85,30.49,31.74,6511700.0,0.028182701652089248,30.919999999999998,0.018417806978059656
2004-08-19,31.51,31.86,30.36,30.71,6945000.0,-0.032451165721486985,30.988,0.022745764446028407
2004-08-20,30.71,30.99,30.49,30.8,5656800.0,0.0029306414848584428,30.98,0.021611573097137102
2004-08-23,30.86,31.27,30.6,31.08,4547500.0,0.009090909090909038,31.04,0.021933569138200354
2004-08-24,31.26,31.95,31.19,31.95,6681000.0,0.027992277992278103,31.256,0.024832426015568926
2004-08-25,31.91,33.15,31.73,33.05,9028900.0,0.034428794992175105,31.518,0.02627053715581951
2004-08-26,33.09,35.18,32.74,34.66,17068900.0,0.04871406959152802,32.308,0.01870621021195653
2004-08-27,34.61,34.76,34.0,34.35,6943100.0,-0.008944027697634027,33.018,0.0225159533208949
2004-08-30,34.02,34.72,33.96,34.12,3895400.0,-0.006695778748180614,33.626,0.0257047046664439
2004-08-31,34.07,34.95,34.0,34.49,6724300.0,0.01084407971864021,34.134,0.025363215727527418
2004-09-01,34.3,35.99,34.19,35.86,9209400.0,0.03972165845172504,34.696,0.026429925802666898
2004-09-02,35.5,35.81,34.83,35.66,7255800.0,-0.005577244841048601,34.896,0.020488227566460192
2004-09-03,35.03,35.92,35.01,35.23,5240500.0,-0.012058328659562578,35.072,0.021089677672305587
2004-09-07,35.4,36.19,35.23,35.76,5392100.0,0.015043996593812059,35.4,0.020235679929921438
2004-09-08,35.7,36.57,35.68,36.35,6134400.0,0.016498881431767476,35.772,0.020479507368694312
2004-09-09,36.1,36.3,35.28,35.7,8238200.0,-0.017881705639614776,35.739999999999995,0.015745158746667504
2004-09-10,35.66,36.23,35.46,35.87,5857400.0,0.004761904761904523,35.782,0.015638632780358604
2004-09-13,35.86,36.07,35.32,35.59,5035300.0,-0.007805965988290864,35.854,0.014826956453474054
2004-09-14,35.3,35.55,34.78,35.49,4550400.0,-0.002809778027535903,35.8,0.012971105581304987
2004-09-15,35.2,35.477,34.8,35.2,4154800.0,-0.008171315863623518,35.57000000000001,0.008282812647063882
2004-09-16,35.2,36.76,35.08,36.35,8962800.0,0.032670454545454586,35.7,0.017000759244327285
2004-09-17,36.55,37.38,36.4,37.14,8969800.0,0.021733149931224105,35.954,0.01885191712298738
2004-09-20,36.9,37.98,36.87,37.71,4375000.0,0.015347334410339197,36.378,0.01702289193249925
2004-09-21,37.73,38.87,37.46,38.01,6904500.0,0.007955449482895727,36.882,0.015315542737440914
2004-09-22,38.1,38.14,36.81,36.92,7173000.0,-0.028676664035779953,37.226,0.023345698440409655
2004-09-23,37.04,37.5,36.93,37.27,7096500.0,0.009479956663055233,37.410000000000004,0.01968404918798722
2004-09-24,37.4,38.0,37.15,37.29,6598000.0,0.0005366246310705147,37.440000000000005,0.01737115079471011
2004-09-27,36.97,37.98,36.83,37.53,7098500.0,0.006436041834271933,37.404,0.015918356078492256
2004-09-28,37.5,38.29,37.45,38.04,6306900.0,0.013589128697042208,37.410000000000004,0.01686878007482832
2004-09-29,37.93,38.86,37.82,38.68,4884100.0,0.01682439537329139,37.762,0.006324905663162068
2004-09-30,39.0,39.27,38.45,38.75,7589500.0,0.0018097207859359976,38.05800000000001,0.007166702438456905
2004-10-01,39.15,39.19,38.58,38.67,8310800.0,-0.0020645161290322456,38.333999999999996,0.007887477457881148
2004-10-04,39.01,39.18,38.75,38.79,10251500.0,0.003103180760279267,38.586,0.00811820209269814
2004-10-05,38.56,39.67,38.4,39.37,7252900.0,0.014952307295694744,38.852,0.008426438677576354
2004-10-06,39.5,40.76,39.47,40.64,7969700.0,0.032258064516129004,39.244,0.01396554180590748
2004-10-07,40.54,40.93,39.46,39.62,7609800.0,-0.02509842519685046,39.41799999999999,0.02121784016233068
2004-10-08,39.55,39.77,38.84,39.06,6414800.0,-0.014134275618374437,39.496,0.022797673072646765
2004-10-11,38.8,39.06,38.2,38.59,5783400.0,-0.012032770097286205,39.455999999999996,0.0236398059683271
2004-10-12,38.5,38.58,37.65,38.29,8217700.0,-0.007774034724021828,39.24,0.02197763337664097
2004-10-13,38.86,39.76,38.74,39.75,20768000.0,0.03813006006790287,39.062,0.024502001778971775
2004-10-14,43.03,45.75,42.55,44.98,49436200.0,0.131572327044025,40.134,0.06221726682772903
2004-10-15,44.91,45.61,44.19,45.5,18413000.0,0.011560693641618602,41.422000000000004,0.058928825133715716
2004-10-18,44.79,47.75,44.7,47.75,21442000.0,0.0494505494505495,43.254,0.05353552132071957
2004-10-19,48.1,48.35,47.31,47.42,14321300.0,-0.0069109947643978265,45.08,0.05332547028784897
2004-10-20,47.1,47.6,46.65,47.47,10805500.0,0.001054407423028092,46.624,0.056933654645411925
2004-10-21,47.64,48.13,47.36,47.94,12937600.0,0.00990099009900991,47.215999999999994,0.021676382860370644
2004-10-22,47.4,47.67,47.02,47.41,8626200.0,-0.011055486024196925,47.598,0.02426036985901089
2004-10-25,47.19,47.84,47.07,47.55,7011500.0,0.0029529635098080043,47.558,0.008284825377119663
2004-10-26,47.45,48.05,46.97,47.97,10613600.0,0.00883280757097804,47.668,0.008378433606531017
2004-10-27,48.66,50.62,48.17,50.3,21312400.0,0.04857202418178019,48.234,0.02216544191910752
2004-10-28,49.98,52.22,49.5,52.19,15433300.0,0.037574552683896645,49.084,0.024852228116034786
2004-10-29,51.96,53.2,51.8,52.4,14468200.0,0.004023759340869848,50.081999999999994,0.021183767973277416
2004-11-01,52.5,53.26,52.04,52.45,10750900.0,0.000954198473282597,51.062,0.021609685976935133
2004-11-02,52.43,54.08,52.4,53.5,13035500.0,0.020019065776930356,52.16799999999999,0.02072662952913936
2004-11-03,54.44,56.11,53.99,55.31,21503100.0,0.03383177570093454,53.169999999999995,0.01670014169532436
2004-11-04,55.03,55.55,54.37,54.45,16582600.0,-0.015548725366118177,53.622,0.01890491388716053
2004-11-05,54.9,55.0,52.04,54.72,21518700.0,0.0049586776859502635,54.086,0.018852193327206165
2004-11-08,54.53,55.45,53.86,54.38,9409300.0,-0.006213450292397615,54.472,0.019848231778547273
2004-11-09,54.2,54.55,53.38,54.05,8495800.0,-0.006068407502758499,54.581999999999994,0.01912033717711126
2004-11-10,53.95,55.39,53.91,54.75,9083500.0,0.01295097132284928,54.470000000000006,0.011066012723351495
2004-11-11,54.95,55.43,54.23,55.3,7273200.0,0.010045662100456543,54.64,0.008937737074237305
2004-11-12,55.01,55.69,54.84,55.5,7066100.0,0.003616636528029016,54.79600000000001,0.00888928715217533
2004-11-15,55.08,55.46,54.34,55.24,6715100.0,-0.004684684684684637,54.968,0.008517420934351913
2004-11-16,55.1,55.2,54.48,54.935,5269700.0,-0.005521361332367802,55.145,0.008371310338430995
2004-11-17,55.19,55.45,54.22,54.9,7102700.0,-0.0006371165923364508,55.175,0.006427353661176525
2004-11-18,54.3,55.45,54.29,55.39,8199100.0,0.008925318761384471,55.193,0.006020834962113279
2004-11-19,55.49,56.91,54.5,55.17,13665700.0,-0.0039718360714929846,55.126999999999995,0.005944256681244437
2004-11-22,58.04,64.0,57.9,61.35,45860900.0,0.1120174007612833,56.349000000000004,0.050542923280335064
2004-11-23,62.29,62.45,61.05,61.27,16275900.0,-0.001303993480032517,57.61600000000001,0.04999767853090144
2004-11-24,61.69,65.2,61.55,64.05,24835500.0,0.04537293944834331,59.446000000000005,0.048777488586879726
2004-11-26,65.35,65.76,64.34,64.55,9824000.0,0.0078064012490242085,61.278,0.048913387420243315
2004-11-29,69.0,69.57,67.41,68.44,30587800.0,0.06026336173508917,63.931999999999995,0.045419496007142235
2004-11-30,68.74,68.79,67.05,67.05,18366400.0,-0.0203097603740503,65.07199999999999,0.03346263553690682
2004-12-01,67.79,67.95,66.27,67.79,14295600.0,0.011036539895600495,66.376,0.03207550345459657
2004-12-02,66.13,66.9,64.66,65.21,17632900.0,-0.038058710724295786,66.60799999999999,0.03738100512289202
2004-12-03,64.56,65.0,61.75,62.68,22122300.0,-0.03879773040944634,66.23400000000001,0.041790790253314336
2004-12-06,64.31,66.24,62.95,65.78,22284300.0,0.049457562220804,65.702,0.03763343862945762
2004-12-07,65.93,66.73,62.56,62.89,18873200.0,-0.043934326543022206,64.87,0.04100205023489974
2004-12-08,63.15,64.43,62.05,63.28,12355400.0,0.006201303863889285,63.967999999999996,0.04037334549286758
2004-12-09,62.75,64.4,62.07,63.99,13241100.0,0.011219974715549919,63.724000000000004,0.03871568966289301
2004-12-10,65.03,66.05,64.7,65.15,13853100.0,0.0181278324738241,64.218,0.03365950938755463
2004-12-13,65.74,65.9,64.6,64.91,7054300.0,-0.0036838066001536607,64.04400000000001,0.024533780453916135
2004-12-14,65.335,65.88,65.02,65.29,7423600.0,0.0058542597442614586,64.524,0.008003936469038882
2004-12-15,65.24,65.46,64.66,65.26,7113600.0,-0.000459488436207689,64.92,0.00879816171576344
2004-12-16,66.24,67.5,66.05,66.596,20109200.0,0.02047195832056392,65.44120000000001,0.010848754579311847
2004-12-17,66.83,67.04,64.9,64.99,13991000.0,-0.024115562496246135,65.4092,0.016186169487949015
2004-12-20,65.48,66.0,61.76,62.72,20859400.0,-0.03492845053085081,64.9712,0.02255546025085217
2004-12-21,63.56,63.77,61.6,63.69,19007400.0,0.015465561224489832,64.6512,0.024233147243664963
2004-12-22,64.19,64.36,63.4,63.75,10104100.0,0.0009420631182288641,64.3492,0.024302658088736388
2004-12-23,63.75,64.25,63.6,64.01,4391600.0,0.004078431372549041,63.831999999999994,0.02098164951780537
2004-12-27,64.64,65.15,62.88,63.16,9990900.0,-0.013279175128886211,63.465999999999994,0.019360660693273836
2004-12-28,63.3,64.25,62.05,64.18,10924200.0,0.016149461684610733,63.758,0.012090725053922564
2004-12-29,63.8,64.98,63.57,64.44,8027900.0,0.004051106263633475,63.908,0.010518464926491906
2004-12-30,64.81,65.03,64.22,64.8,6166800.0,0.005586592178770999,64.11800000000001,0.010563792403699503
2004-12-31,64.89,65.0,64.03,64.4,4974800.0,-0.006172839506172756,64.196,0.011345045315309025
2005-01-03,64.78,65.11,62.6,63.29,12357000.0,-0.017236024844720643,64.22200000000001,0.012673592907015016
2005-01-04,63.8,65.47,62.97,63.94,19585900.0,0.010270184863327536,64.174,0.011020790552623769
2005-01-05,64.47,65.25,64.05,64.5,12150600.0,0.008758210822646273,64.186,0.011707759385803245
2005-01-06,64.685,64.91,63.33,64.55,12599200.0,0.0007751937984494806,64.136,0.01135086756607483
2005-01-07,65.0,69.63,64.75,69.25,39775900.0,0.07281177381874526,65.10600000000001,0.03407715475637358
2005-01-10,69.9,70.7,67.88,68.96,30809100.0,-0.004187725631769057,66.24,0.03137668685161115
2005-01-11,68.26,69.15,64.14,64.56,46636200.0,-0.06380510440835252,66.364,0.048544546559015245
2005-01-12,65.35,65.9,63.3,65.46,34280400.0,0.013940520446096505,66.556,0.048756541263908014
2005-01-13,73.65,74.42,69.73,69.8,56512800.0,0.06630003055300948,67.606,0.05597586853374721
2005-01-14,70.24,71.72,69.19,70.2,31620400.0,0.005730659025787954,67.79599999999999,0.04649423776034049
2005-01-18,69.74,70.7,69.21,70.65,17972500.0,0.0064102564102563875,68.134,0.046291828806433524
2005-01-19,70.6,71.46,69.75,69.88,13426700.0,-0.010898796886058215,69.19800000000001,0.02938903999770745
2005-01-20,69.65,71.27,69.47,70.46,16337900.0,0.008299942759015355,70.19800000000001,0.029609517621917013
2005-01-21,71.22,71.6,70.0,70.49,16273800.0,0.0004257734885040332,70.336,0.007776798834273805
2005-01-24,70.98,71.78,70.55,70.76,15029100.0,0.0038303305433395884,70.44800000000001,0.007592759612252647
2005-01-25,71.41,72.84,70.94,72.05,17307700.0,0.01823063877897102,70.728,0.010674456725414488
2005-01-26,72.68,72.75,71.22,72.25,13205300.0,0.002775850104094424,71.202,0.007044759379403324
2005-01-27,72.16,72.92,71.55,72.64,8861200.0,0.005397923875432475,71.638,0.00700068520609454
2005-01-28,72.62,73.98,72.44,73.98,14314500.0,0.018447136563876754,72.336,0.007908576203722215
2005-01-31,74.58,77.89,74.51,76.9,30019600.0,0.03947012706136799,73.564,0.014537519323019488
2005-02-01,77.05,77.77,76.58,77.53,12114200.0,0.008192457737321135,74.66,0.0149878244864149
2005-02-02,77.9,79.91,77.69,79.63,18215400.0,0.027086289178382517,76.136,0.013999607175777237
2005-02-03,79.1,79.43,77.33,77.81,13065200.0,-0.02285570764787137,77.17,0.02362098078375798
2005-02-04,78.09,78.93,77.53,78.84,10063500.0,0.013237373088291982,78.142,0.02349408617543059
2005-02-07,78.93,79.35,77.5,78.94,9365300.0,0.0012683916793505556,78.55,0.018404969191039476
2005-02-08,79.07,81.38,78.79,80.9,15893200.0,0.024828984038510304,79.224,0.020431459469326497
2005-02-09,81.0,81.99,78.1,78.74,21276000.0,-0.02669962917181723,79.046,0.02240355327980677
2005-02-10,78.72,79.28,76.66,78.36,19518200.0,-0.004826009652019292,79.15599999999999,0.01947613565011219
2005-02-11,79.86,81.76,78.94,81.21,21447400.0,0.036370597243491565,79.63,0.02492780860998199
2005-02-14,83.16,84.79,82.05,84.63,22704700.0,0.042113040265977064,80.768,0.029233086315095948
2005-02-15,86.66,89.08,86.0,88.41,41289600.0,0.04466501240694787,82.27,0.03220441418635287
2005-02-16,88.15,90.2,87.35,90.13,29272200.0,0.019454812803981536,84.548,0.02059457837151819
2005-02-17,90.65,90.88,87.45,87.81,27115600.0,-0.025740596915566294,86.438,0.029158935284012585
2005-02-18,87.74,87.86,86.25,86.81,20772400.0,-0.011388224575788586,87.558,0.031560091272529095
2005-02-22,86.3,88.3,85.29,85.29,21773100.0,-0.017509503513420066,87.69,0.029386757252050127
2005-02-23,86.69,88.45,85.55,88.23,24021100.0,0.03447062961660219,87.654,0.025814071302934474
2005-02-24,88.48,89.31,87.73,88.93,27125500.0,0.007933809361895028,87.41400000000002,0.02408364977292607
2005-02-25,89.62,89.91,88.19,88.99,16348400.0,0.0006746879568197972,87.65,0.020295792658969827
2005-02-28,44.68,45.14,43.96,44.86,11635900.0,-0.4958984155523092,79.26,0.22540608441222348
2005-03-01,44.99,45.11,44.16,44.5,16721000.0,-0.00802496656263929,71.102,0.2262497392099068
2005-03-02,44.25,44.89,44.08,44.121,16362900.0,-0.008516853932584167,62.280199999999994,0.22098998381219706
2005-03-03,44.34,44.41,41.22,41.79,50416200.0,-0.052831984769157625,52.852199999999996,0.21511030567637174
2005-03-04,42.76,43.01,41.85,42.81,27022100.0,0.024407753050969205,43.6162,0.2184789795162669
2005-03-07,42.8,43.25,42.35,42.75,16094000.0,-0.0014015416958654825,43.1942,0.027820260059101928
2005-03-08,41.9,42.16,40.1,40.53,36480400.0,-0.05192982456140349,42.4002,0.03364647718543544
2005-03-09,39.61,40.28,38.83,39.35,47230900.0,-0.02911423636812238,41.446,0.03344713271557596
2005-03-10,39.59,40.26,39.1,39.83,27753900.0,0.012198221092757144,41.054,0.03110703480066783
2005-03-11,40.21,40.59,39.8,40.27,22601100.0,0.011046949535526096,40.54600000000001,0.027911481596028596
2005-03-14,40.52,40.79,39.52,40.32,21620900.0,0.0012416190712689623,40.06,0.028182324967376913
2005-03-15,40.64,41.14,40.25,40.96,18164600.0,0.015873015873015817,40.146,0.01834851585717478
2005-03-16,41.21,42.31,40.78,41.18,24921900.0,0.00537109375,40.512,0.005807571785879863
2005-03-17,41.53,42.88,41.32,42.25,28640000.0,0.025983487129674687,40.995999999999995,0.009631780839146786
2005-03-18,43.33,43.44,42.5,42.96,33576800.0,0.016804733727810772,41.534,0.009845632025899836
2005-03-21,43.29,43.97,42.86,43.7,19326000.0,0.01722532588454384,42.21,0.007322780692772267
2005-03-22,43.71,43.96,42.68,42.83,19693400.0,-0.019908466819222093,42.584,0.0177892647099936
2005-03-23,42.45,43.4,42.02,42.55,21779400.0,-0.006537473733364441,42.858000000000004,0.01915712209439349
2005-03-24,42.95,43.0,42.5,42.5,12596600.0,-0.001175088131609825,42.908,0.015900960961741924
2005-03-28,42.75,42.96,42.47,42.53,9836100.0,0.0007058823529411118,42.822,0.01340613706190799
2005-03-29,42.56,42.83,41.5,41.75,16477000.0,-0.01833999529743713,42.432,0.0095879426190298
2005-03-30,41.99,42.8,41.821,42.8,14105700.0,0.025149700598802394,42.426,0.015917543566606265
2005-03-31,42.45,42.52,41.59,41.67,22719100.0,-0.026401869158878433,42.25,0.019920523050859947
2005-04-01,42.09,42.18,40.57,40.89,22903000.0,-0.018718502519798452,41.928,0.020820532011562615
2005-04-04,40.99,41.31,40.16,41.09,20714800.0,0.004891171435558839,41.64,0.02131229063806487
2005-04-05,41.22,42.24,41.09,41.89,19865700.0,0.019469457288878056,41.66799999999999,0.02279845088699547
2005-04-06,42.4,42.81,42.15,42.33,14815200.0,0.010503700167104224,41.574,0.019619599838375277
2005-04-07,42.33,43.75,42.25,43.56,18106700.0,0.029057406094968208,41.952,0.01802331672306509
2005-04-08,43.7,44.45,43.54,43.74,23212500.0,0.004132231404958775,42.522000000000006,0.010588328000276823
2005-04-11,44.22,44.25,41.91,41.92,29345100.0,-0.04160951074531327,42.688,0.02733696326445097
2005-04-12,42.49,43.19,42.01,42.66,35037900.0,0.017652671755725047,42.842,0.02709611702404653
2005-04-13,42.95,42.99,40.39,41.04,48998100.0,-0.03797468354430378,42.584,0.032331230216157476
2005-04-14,38.81,39.98,36.84,37.26,98328300.0,-0.0921052631578948,41.324,0.043275930242608514
2005-04-15,36.62,37.25,35.28,35.35,61717400.0,-0.05126140633387,39.646,0.039264126584518264
2005-04-18,35.03,36.3,34.0,35.62,47399200.0,0.007637906647807613,38.386,0.044868623380917225
2005-04-19,36.6,37.44,35.87,37.09,38630100.0,0.04126895002807429,37.272000000000006,0.05197805440795743
2005-04-20,37.66,37.74,35.44,35.51,33754700.0,-0.04259908331086559,36.166,0.05227386735387261
2005-04-21,36.4,37.19,35.9,37.14,27128300.0,0.0459025626584062,36.141999999999996,0.04558163746984731
2005-04-22,36.8,37.0,34.9,35.5,29968900.0,-0.0441572428648358,36.172000000000004,0.043646542381542905
2005-04-25,36.49,37.02,36.11,36.98,26659300.0,0.04169014084507028,36.444,0.04732391471738149
2005-04-26,36.78,37.51,36.12,36.19,28946700.0,-0.021362898864250912,36.263999999999996,0.04467035630383888
2005-04-27,35.89,36.36,35.51,35.95,21924600.0,-0.006631666206134201,36.352,0.03952101780407076
2005-04-28,36.29,36.34,35.24,35.54,20539500.0,-0.011404728789986218,36.032000000000004,0.0314952028237414
2005-04-29,36.15,36.23,35.22,36.06,23986800.0,0.014631401238041741,36.144000000000005,0.025126149387714427
2005-05-02,36.21,36.65,36.02,36.43,16640000.0,0.010260676650027722,36.034,0.01506392883495706
2005-05-03,36.4,36.74,36.03,36.21,17740700.0,-0.006038978863573963,36.038,0.011508063342375344
2005-05-04,36.11,37.2,36.1,37.15,16006300.0,0.025959679646506473,36.278000000000006,0.015301812800871489
2005-05-05,37.25,37.27,36.47,36.68,13834500.0,-0.012651413189771143,36.50600000000001,0.015675786984581185
2005-05-06,36.89,37.33,36.79,37.24,11651700.0,0.01526717557251911,36.742000000000004,0.015761266986053603
2005-05-09,37.24,37.45,36.75,36.97,12703400.0,-0.00725026852846411,36.85,0.016653467980888514
2005-05-10,36.67,37.25,36.33,36.42,15723700.0,-0.014876927238301252,36.892,0.01825255636086329
2005-05-11,35.24,35.67,33.11,35.61,72927900.0,-0.02224052718286662,36.583999999999996,0.01425684108231171
2005-05-12,35.42,35.59,34.0,34.13,34651500.0,-0.04156135916877268,36.074,0.020798693623268794
2005-05-13,34.2,35.23,34.07,34.77,25096900.0,0.018751831233518867,35.58,0.022050802425514885
2005-05-16,34.56,35.71,34.53,35.55,16939100.0,0.022433132010353685,35.29600000000001,0.027463746162127083
2005-05-17,35.14,35.46,34.54,35.36,21012300.0,-0.00534458509142044,35.083999999999996,0.02715262240271071
2005-05-18,35.5,37.56,34.99,35.84,22740100.0,0.013574660633484337,35.13,0.026375761158533524
2005-05-19,35.8,37.68,35.78,37.55,28327200.0,0.04771205357142838,35.814,0.019088073695122727
2005-05-20,37.25,37.65,37.19,37.55,16166100.0,0.0,36.37,0.020999911652578317
2005-05-23,37.85,39.9,37.85,39.76,37234800.0,0.058854860186418057,37.212,0.028798875300151495
2005-05-24,39.45,39.99,39.03,39.7,21195000.0,-0.0015090543259556055,38.08,0.02789331602923168
2005-05-25,39.5,39.95,39.32,39.78,14143100.0,0.00201511335012583,38.868,0.029384299592905862
2005-05-26,40.025,40.94,38.8,40.74,18768600.0,0.02413273001508287,39.506,0.025779755914827982
2005-05-27,40.64,40.79,40.01,40.56,11286000.0,-0.004418262150220897,40.108000000000004,0.026559173671812222
2005-05-31,40.66,40.74,39.58,39.7593,14435900.0,-0.019741124260355014,40.10786,0.01579488561899289
2005-06-01,39.89,40.76,39.86,40.3,16207600.0,0.013599333992298401,40.22786,0.016822814917536108
2005-06-02,40.05,40.32,39.6,40.04,13356200.0,-0.006451612903225712,40.27986,0.017378470639594062
2005-06-03,38.16,38.58,37.77,38.24,34173900.0,-0.044955044955044876,39.77986,0.02173004631833912
2005-06-06,38.33,38.63,37.56,37.92,28998800.0,-0.008368200836820106,39.25186,0.021437462018621213
2005-06-07,37.6,37.73,36.45,36.54,26616600.0,-0.03639240506329122,38.608,0.02386662202408404
2005-06-08,36.63,37.25,36.57,36.92,14428800.0,0.010399562123700079,37.932,0.02287981900674045
2005-06-09,37.0,37.94,36.8188,37.65,13937700.0,0.019772481040086554,37.45399999999999,0.028308142176371873
2005-06-10,37.4,37.4,35.52,35.81,24247600.0,-0.048871181938910935,36.967999999999996,0.029480927799334485
2005-06-13,35.89,36.61,35.82,35.9,15563300.0,0.002513264451270425,36.564,0.03027095503441226
2005-06-14,36.01,36.15,35.75,36.0,12423100.0,0.0027855153203342198,36.456,0.026765911120624514
2005-06-15,36.87,37.3,36.3,37.13,20119400.0,0.03138888888888891,36.498000000000005,0.030688608976826043
2005-06-16,37.19,38.08,36.82,37.98,19559800.0,0.022892539725289263,36.56400000000001,0.031180370785051
2005-06-17,38.48,38.54,37.83,38.31,21290200.0,0.00868878357030023,37.064,0.012910947118109176
2005-06-20,37.85,38.09,37.45,37.61,11561300.0,-0.01827199164708959,37.406,0.01920618013058871
2005-06-21,37.7,38.19,37.38,37.86,13233100.0,0.00664716830630141,37.778000000000006,0.018944698564679095
2005-06-22,38.26,38.6,38.14,38.55,15175900.0,0.018225039619651273,38.062,0.015954622657179274
2005-06-23,38.83,39.78,38.65,38.89,24080500.0,0.008819714656290722,38.244,0.013667835398393878
2005-06-24,39.09,39.12,37.68,37.76,14668200.0,-0.02905631267678077,38.134,0.019969158006599257
2005-06-27,36.84,38.1,36.68,37.1,21434700.0,-0.017478813559321904,38.032,0.019817372025839518
2005-06-28,37.49,37.59,37.17,37.31,12510700.0,0.005660377358490676,37.922,0.019707256197101484
2005-06-29,37.23,37.29,36.12,36.37,16012800.0,-0.0251943178772448,37.486000000000004,0.017598731903392235
2005-06-30,36.61,37.16,36.31,36.81,14942500.0,0.012097882870497845,37.07,0.018576549645487585
2005-07-01,36.83,36.97,36.29,36.5,8928600.0,-0.008421624558543894,36.818,0.015550888951617853
2005-07-05,36.6,38.15,36.5,37.98,16223900.0,0.04054794520547933,36.994,0.024526975446900124
2005-07-06,37.78,38.16,37.2,37.39,14093800.0,-0.015534491837809306,37.010000000000005,0.026148847608125404
2005-07-07,36.81,37.76,36.8,37.63,13704400.0,0.006418828563787171,37.262,0.021779682434126504
2005-07-08,37.87,38.28,37.47,38.25,10383400.0,0.01647621578527758,37.55,0.022120151862175204
2005-07-11,38.37,38.65,37.78,38.1,13885300.0,-0.0039215686274509665,37.87,0.021368973174550207
2005-07-12,38.23,38.4,37.91,38.24,13822800.0,0.0036745406824147953,37.922000000000004,0.011966076913185119
2005-07-13,38.29,38.5,37.9,38.35,24458400.0,0.002876569037656873,38.114,0.007408133258374725
2005-07-14,40.79,42.01,40.23,40.75,74859300.0,0.0625814863102998,38.738,0.026881697187057966
2005-07-15,40.97,41.57,40.46,41.55,24560100.0,0.019631901840490684,39.398,0.026922783424617427
2005-07-18,41.41,42.1,41.37,41.49,20939200.0,-0.0014440433212995485,40.076,0.02646102701097149
2005-07-19,41.52,43.23,41.07,43.19,23966500.0,0.04097372860930326,41.065999999999995,0.026856327407057703
2005-07-20,42.86,43.8,42.65,43.63,16192700.0,0.010187543412827127,42.122,0.025521727038750643
2005-07-21,43.7,44.04,42.9,43.29,14438000.0,-0.007792803117121272,42.63,0.019189976544779486
2005-07-22,43.44,44.0,43.39,44.0,10753800.0,0.016401016401016433,43.12,0.0189345413260847
2005-07-25,43.99,44.28,43.73,43.81,10522400.0,-0.004318181818181777,43.584,0.019468120600487224
2005-07-26,44.01,44.11,43.36,43.63,9592600.0,-0.004108650992924012,43.672000000000004,0.010577475489032435
2005-07-27,43.83,44.07,42.67,43.99,10133900.0,0.008251203300481347,43.744,0.010236081876045891
2005-07-28,43.96,44.0,43.3,43.8,8975400.0,-0.004319163446237839,43.846000000000004,0.009525058315094235
2005-07-29,43.56,44.38,42.26,42.65,20074300.0,-0.026255707762557035,43.576,0.012475062797352906
2005-08-01,42.6,43.08,42.08,42.75,11223200.0,0.0023446658851113966,43.364,0.01306173021103509
2005-08-02,42.89,43.5,42.61,43.19,10602700.0,0.010292397660818686,43.275999999999996,0.014737406198180081
2005-08-03,43.19,43.31,42.77,43.22,9225800.0,0.0006946052326928243,43.122,0.013788266217414068
